_id,rsn,year_registered,year_evaluated,year_built,property_type,ward,wardname,site_address,confirmed_storeys,confirmed_units,evaluation_completed_on,score,results_of_score,no_of_areas_evaluated,entrance_lobby,entrance_doors_windows,security,stairwells,laundry_rooms,internal_guards_handrails,garbage_chute_rooms,garbage_bin_storage_area,elevators,storage_areas_lockers,interior_wall_ceiling_floor,interior_lighting_levels,graffiti,exterior_cladding,exterior_grounds,exterior_walkways,balcony_guards,water_pen_ext_bldg_elements,parking_area,other_facilities,grid,latitude,longitude,x,y
94,4155278,2017,,1950,PRIVATE,3,Etobicoke-Lakeshore,158 BERRY RD,4,30,2022-12-28,74,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,2,,4,,3,3,4,5,3,4,5,3,4,4,,W0327,43.63726714,-79.4896576,305618.818,4832813.412
95,4152690,2017,,1958,PRIVATE,20,Scarborough Southwest,709 KENNEDY RD,6,79,2022-12-28,76,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,,4,4,3,3,3,5,3,4,3,4,4,4,,E2023,43.72813744,-79.26566685,323663.167,4842935.041
96,4152691,2018,,1958,PRIVATE,20,Scarborough Southwest,711 KENNEDY RD,6,79,2022-12-28,69,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,,4,4,,2,3,5,2,4,3,4,3,3,,E2023,43.72870771,-79.26590545,323643.766,4842998.342
97,4152672,2017,,1957,PRIVATE,20,Scarborough Southwest,712 KENNEDY RD,4,49,2022-12-28,84,Evaluation needs to be conducted in 2 years,19,5,4,5,5,5,4,,5,4,5,4,4,5,3,4,4,3,5,3,3,E2023,43.72881066,-79.26747843,323517.01,4843009.424
98,4152673,2017,,1965,PRIVATE,20,Scarborough Southwest,720 KENNEDY RD,14,186,2022-12-28,78,Evaluation needs to be conducted in 2 years,19,4,3,4,4,4,4,4,4,4,4,4,4,5,3,3,3,4,5,4,,E2023,43.72958381,-79.26735641,323526.601,4843095.346
99,4152620,2017,,1956,PRIVATE,20,Scarborough Southwest,68 HARRIS PARK DR,3,11,2022-12-28,78,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,4,,2,3,4,5,3,4,4,,4,4,4,E2021,43.72248822,-79.29871146,321002.536,4842300.513
100,4848750,2021,,1954,PRIVATE,19,Beaches-East York,996 O'CONNOR DR,3,18,2022-12-28,71,Evaluation needs to be conducted in 2 years,16,3,3,4,4,3,4,,4,,4,3,3,5,3,4,3,,4,3,,S1921,43.7091752,-79.31057239,320050.275,4840819.291
101,4888795,2021,,1951,PRIVATE,19,Beaches-East York,1000 O'CONNOR DR,3,12,2022-12-23,77,Evaluation needs to be conducted in 2 years,14,4,2,4,4,,5,,4,,,3,4,5,4,4,4,,5,2,,S1921,43.70927359,-79.31041704,320062.769,4840830.249
102,4154885,2017,,1964,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,2022-12-23,85,Evaluation needs to be conducted in 2 years,19,4,5,5,3,4,4,3,5,3,4,4,5,5,4,5,5,5,4,4,,N1628,43.74095468,-79.31126313,319986.585,4844349.647
103,4155562,2017,,1971,TCHC,20,Scarborough Southwest,40 TEESDALE PL,24,278,2022-12-23,71,Evaluation needs to be conducted in 2 years,18,4,3,4,3,3,4,4,4,3,,3,4,3,3,4,3,4,5,3,,E2028,43.69720767,-79.28644107,321998.393,4839494.37
104,4154246,2017,,1972,PRIVATE,7,Humber River-Black Creek,2405 FINCH AVE W,27,258,2022-12-23,75,Evaluation needs to be conducted in 2 years,19,4,4,4,2,4,3,3,4,5,,3,4,5,4,4,3,4,4,3,4,W0727,43.75062129,-79.5440321,301238.257,4845408.296
105,4154251,2018,,1993,SOCIAL HOUSING,7,Humber River-Black Creek,3001 FINCH AVE W,14,166,2022-12-23,80,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,4,4,5,,3,5,3,4,3,4,4,4,3,4,W0727,43.74707057,-79.56259793,299742.782,4845014.81
106,4152679,2017,,1971,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2022-12-23,91,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,3,5,5,5,,4,4,5,2,5,5,5,5,5,,E2023,43.72967783,-79.2762291,322811.499,4843104.772
107,4155804,2017,,1950,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2022-12-23,81,Evaluation needs to be conducted in 2 years,16,4,4,3,4,4,2,,5,,3,4,3,5,5,4,5,,5,5,,E2034,43.69086452,-79.26547759,323718.011,4838812.556
108,4245705,2017,,1967,PRIVATE,3,Etobicoke-Lakeshore,359 KIPLING AVE,3,12,2022-12-23,85,Evaluation needs to be conducted in 2 years,16,4,5,3,4,5,4,,5,,5,5,5,5,4,5,2,,4,3,,W0335,43.60099385,-79.5179299,303336.876,4828783.712
109,4156195,2017,,1967,TCHC,7,Humber River-Black Creek,415 DRIFTWOOD AVE,16,135,2022-12-23,81,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,3,4,,4,4,5,5,3,3,4,5,4,,W0725,43.76731948,-79.51647655,303458.049,4847261.584
110,4155843,2017,,1952,PRIVATE,20,Scarborough Southwest,3214 ST CLAIR AVE E,3,16,2022-12-23,91,Evaluation needs to be conducted in 3 years,15,4,4,5,5,5,4,,5,,,4,5,5,5,4,3,,5,5,,E2021,43.71035847,-79.2902891,321703.085,4840967.096
111,4156305,2017,,1952,PRIVATE,20,Scarborough Southwest,3218 ST CLAIR AVE E,3,16,2022-12-23,79,Evaluation needs to be conducted in 2 years,15,4,3,5,4,4,4,,4,,,4,4,5,3,4,3,,4,4,,E2021,43.71041771,-79.29001583,321720.933,4840950.037
112,4155564,2017,,1970,TCHC,20,Scarborough Southwest,3479 ST CLAIR AVE E,8,94,2022-12-23,78,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,,E2030,43.71429507,-79.26921662,323381.434,4841396.427
113,4156385,2017,,1940,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2022-12-23,76,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,4,,4,,3,4,3,5,3,4,2,,5,3,,E2034,43.68842392,-79.26950096,323393.784,4838549.187
114,4154915,2017,,1961,PRIVATE,16,Don Valley East,1325 YORK MILLS RD,4,64,2022-12-23,79,Evaluation needs to be conducted in 2 years,18,4,5,5,4,3,4,4,4,3,,4,5,4,3,4,4,4,3,4,,N1625,43.76162851,-79.32176599,319135.683,4846644.525
115,4154259,2017,,1984,TCHC,7,Humber River-Black Creek,3101 WESTON RD,18,176,2022-12-23,61,Evaluation needs to be conducted in 1 year,20,3,3,4,1,4,2,2,4,4,2,2,4,2,4,3,4,3,4,3,3,W0733,43.73331224,-79.53722584,301785.494,4843485.091
116,4154886,2017,,1964,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,2022-12-23,80,Evaluation needs to be conducted in 2 years,19,4,5,5,3,4,4,4,5,3,4,4,4,5,3,4,4,4,3,4,,N1628,43.74049747,-79.31023501,320069.513,4844299.041
117,4156048,2017,,1960,PRIVATE,20,Scarborough Southwest,24 PELL ST,3,11,2022-12-23,87,Evaluation needs to be conducted in 3 years,15,5,2,5,4,,5,,5,,5,3,4,5,5,4,3,,5,5,,E2035,43.70810091,-79.24849926,325056.883,4840728.747
118,4155290,2017,,1958,PRIVATE,3,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2022-12-22,87,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,5,,5,5,3,3,5,5,4,4,5,5,3,3,,W0327,43.64021193,-79.48968094,305616.916,4833140.562
119,4226941,2017,,1993,SOCIAL HOUSING,3,Etobicoke-Lakeshore,781 THE QUEENSWAY,3,66,2022-12-22,93,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,5,4,5,3,,3,5,5,5,5,5,,5,4,5,W0326,43.62544724,-79.50576041,304305.579,4831500.434
120,4153789,2017,,1958,PRIVATE,15,Don Valley West,75 PETMAN AVE,3,26,2022-12-22,80,Evaluation needs to be conducted in 2 years,14,4,4,4,4,4,3,,4,,,4,4,5,4,4,4,,4,,,N1530,43.70892043,-79.38430095,314108.39,4840781.103
121,4153918,2017,,1918,PRIVATE,12,Toronto-St. Paul's,62 ORIOLE GDNS,3,13,2022-12-22,65,Evaluation needs to be conducted in 1 year,15,3,4,5,3,3,3,,3,,3,3,2,5,3,3,3,,3,,,S1232,43.6905705,-79.40046071,312808.514,4838740.742
122,4153236,2017,,1967,PRIVATE,11,University-Rosedale,280 ST GEORGE ST,15,85,2022-12-22,91,Evaluation needs to be conducted in 3 years,19,4,5,5,4,4,4,5,4,4,5,4,5,5,5,4,5,5,5,4,,S1127,43.67398445,-79.40330818,312581.298,4836896.819
123,4155859,2017,,1960,PRIVATE,13,Toronto Centre,433 JARVIS ST,9,144,2022-12-22,77,Evaluation needs to be conducted in 2 years,14,3,3,5,4,3,4,,4,,,4,3,5,4,4,4,,4,,,S1326,43.66390971,-79.37661537,314735.394,4835780.455
124,4155528,2019,,1957,PRIVATE,3,Etobicoke-Lakeshore,20 FOURTEENTH ST,3,12,2022-12-22,77,Evaluation needs to be conducted in 2 years,14,3,5,3,4,,4,,3,,,5,4,5,5,3,3,,4,3,,W0335,43.6000004,-79.51356183,303689.494,4828673.281
125,4153640,2017,,1965,PRIVATE,14,Toronto-Danforth,1395 GERRARD ST E,3,12,2022-12-22,66,Evaluation needs to be conducted in 2 years,14,3,4,4,2,3,3,,4,,,2,4,2,3,4,4,,4,,,S1439,43.67158884,-79.32409414,318969.114,4836642.122
126,4155263,2017,,1958,PRIVATE,3,Etobicoke-Lakeshore,7 CROWN HILL PL,4,35,2022-12-22,84,Evaluation needs to be conducted in 2 years,17,3,5,5,4,3,3,,5,,5,4,5,5,4,4,5,4,3,4,,W0327,43.63862628,-79.49117613,305496.279,4832964.393
127,4155215,2017,,1954,PRIVATE,3,Etobicoke-Lakeshore,100 BROWNS LINE,3,22,2022-12-22,86,Evaluation needs to be conducted in 3 years,16,4,5,5,4,4,3,,5,,3,4,5,5,3,5,5,,4,5,,W0330,43.59521151,-79.54296942,301314.74,4828143.037
128,4152917,2017,,1935,PRIVATE,4,Parkdale-High Park,7 BRULE TER,3,13,2022-12-22,83,Evaluation needs to be conducted in 2 years,16,4,4,4,4,3,4,,3,,,4,5,5,5,4,4,3,5,5,,S0430,43.64756125,-79.48904621,305668.015,4833957.046
129,4154084,2017,,1957,PRIVATE,14,Toronto-Danforth,470 MORTIMER AVE,4,42,2022-12-22,79,Evaluation needs to be conducted in 2 years,17,4,4,3,4,4,4,,4,,4,4,4,5,4,4,3,4,4,4,,S1426,43.68976382,-79.33204736,318323.973,4838658.984
130,4155751,2017,,1969,PRIVATE,5,York South-Weston,1465 LAWRENCE AVE W,20,161,2022-12-22,88,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,5,,4,4,3,4,5,5,5,5,4,4,5,4,5,W0529,43.70739031,-79.48039893,306364.173,4840603.819
131,4155258,2017,,1952,PRIVATE,3,Etobicoke-Lakeshore,1 CROWN HILL PL,4,33,2022-12-22,89,Evaluation needs to be conducted in 3 years,17,5,4,5,4,4,4,,4,,4,5,5,5,4,5,4,5,5,4,,W0327,43.63846473,-79.49182422,305443.979,4832946.44
132,4155225,2017,,1973,PRIVATE,3,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2022-12-22,75,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,3,3,4,5,3,4,4,4,4,5,3,4,3,3,,W0325,43.64634544,-79.52275543,302948.491,4833822.241
133,4155243,2017,,1954,PRIVATE,3,Etobicoke-Lakeshore,12 KINSDALE BLVD,4,16,2022-12-22,95,Evaluation needs to be conducted in 3 years,17,5,5,5,5,4,5,,4,,5,5,5,5,5,5,3,5,5,5,,W0329,43.63569676,-79.49213629,305418.785,4832638.931
134,4153590,2017,,1934,PRIVATE,13,Toronto Centre,435 SHERBOURNE ST,4,48,2022-12-22,70,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,3,,3,,,3,4,5,4,3,3,,4,,,S1323,43.66554736,-79.37350856,314985.686,4835962.758
135,4261157,,,1957,PRIVATE,3,Etobicoke-Lakeshore,103 SIXTEENTH ST,3,10,2022-12-22,57,Evaluation needs to be conducted in 1 year,15,3,3,3,4,2,1,,5,,,3,3,5,2,2,4,,2,1,,W0335,43.60280759,-79.51648856,303453.266,4828985.195
136,4155287,2017,,1954,PRIVATE,3,Etobicoke-Lakeshore,2 KINGS POINT DR,4,16,2022-12-22,85,Evaluation needs to be conducted in 2 years,17,4,5,5,4,3,5,,5,,3,4,5,5,4,4,4,5,3,4,,W0327,43.6393729,-79.49442315,305234.286,4833047.319
137,4155286,2017,,1954,PRIVATE,3,Etobicoke-Lakeshore,4 KINGS POINT DR,4,16,2022-12-22,79,Evaluation needs to be conducted in 2 years,17,5,4,5,4,2,4,,5,,3,4,5,5,3,3,4,5,3,3,,W0327,43.63950294,-79.49403165,305265.876,4833061.767
138,4155284,2018,,1953,PRIVATE,3,Etobicoke-Lakeshore,8 KINGS POINT DR,5,16,2022-12-22,69,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,2,,4,,,2,4,5,3,4,3,4,3,3,,W0327,43.63968219,-79.49333676,305321.945,4833081.684
139,4233372,2017,,1975,PRIVATE,12,Toronto-St. Paul's,40 SOUDAN AVE,14,66,2022-12-22,96,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,,5,4,,S1228,43.70494141,-79.39655728,313121.445,4840336.79
140,4153639,2019,,1915,PRIVATE,14,Toronto-Danforth,279 WOODFIELD RD,4,42,2022-12-22,74,Evaluation needs to be conducted in 2 years,13,3,4,4,3,,4,,5,,,1,4,5,3,4,4,,4,,,S1439,43.67165547,-79.3237011,319000.793,4836649.59
141,4153514,2017,,1970,PRIVATE,13,Toronto Centre,15 DUNDONALD ST,24,172,2022-12-22,72,Evaluation needs to be conducted in 2 years,17,4,4,4,2,4,4,3,4,,,3,2,4,3,4,4,4,4,,4,S1322,43.6657275,-79.38388754,314148.344,4835982.525
142,4154085,2017,,2012,SOCIAL HOUSING,14,Toronto-Danforth,270 DONLANDS AVE,8,44,2022-12-22,84,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,4,4,4,4,4,5,4,5,4,4,4,,4,,4,S1422,43.69010522,-79.34162098,317552.137,4838695.398
143,4152932,2017,,1926,PRIVATE,4,Parkdale-High Park,5 HIGH PARK AVE,3,21,2022-12-22,73,Evaluation needs to be conducted in 2 years,14,4,3,3,3,3,3,,4,,,3,4,5,4,4,4,,4,,,S0428,43.65387605,-79.46498174,307609.129,4834659.06
144,4156295,2017,,1967,PRIVATE,5,York South-Weston,1765 WESTON RD,25,246,2022-12-22,66,Evaluation needs to be conducted in 2 years,19,4,3,5,2,2,3,3,4,4,3,2,4,1,4,4,3,4,5,3,,W0527,43.69906396,-79.51197196,303819.476,4839678.778
145,4155993,2017,,1973,PRIVATE,5,York South-Weston,2460 WESTON RD,27,214,2022-12-22,84,Evaluation needs to be conducted in 2 years,19,5,4,5,3,4,5,3,1,5,3,4,5,5,5,4,5,5,5,4,,W0521,43.70787181,-79.53415215,302032.14,4840657.833
146,4167767,2017,,1974,TCHC,5,York South-Weston,710 TRETHEWEY DR,19,165,2022-12-22,89,Evaluation needs to be conducted in 3 years,18,5,5,5,4,3,5,5,5,4,,3,5,5,4,5,4,5,4,4,,W0528,43.69780345,-79.4998273,304798.114,4839539.581
147,4155222,2017,,1993,SOCIAL HOUSING,3,Etobicoke-Lakeshore,773 THE QUEENSWAY,3,63,2022-12-22,91,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,4,5,5,4,4,3,5,5,4,5,4,5,5,4,5,W0326,43.62563674,-79.5045308,304383.661,4831516.423
148,4255506,2017,,1957,PRIVATE,3,Etobicoke-Lakeshore,1 NEWHOLM RD,4,27,2022-12-22,88,Evaluation needs to be conducted in 3 years,17,4,5,5,4,4,2,,5,,5,5,3,5,5,5,5,5,5,3,,W0329,43.63650442,-79.48774356,305773.28,4832728.695
149,4152912,2017,,1927,PRIVATE,4,Parkdale-High Park,117 RUNNYMEDE RD,4,42,2022-12-21,79,Evaluation needs to be conducted in 2 years,15,3,4,4,4,4,4,4,4,,,4,3,5,4,4,4,,4,,,S0430,43.650716,-79.47569672,306744.649,4834308.671
150,4155465,2017,,1984,TCHC,1,Etobicoke North,10 HUMBERLINE DR,13,179,2022-12-21,70,Evaluation needs to be conducted in 2 years,18,4,3,5,3,4,4,3,4,4,4,4,3,5,2,3,3,,2,3,,W0125,43.73124833,-79.6118049,295777.595,4843260.265
151,4155498,2017,,1952,PRIVATE,3,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,2022-12-21,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,3,4,,3,4,2,3,5,4,3,4,4,5,3,5,,W0336,43.61007221,-79.48729834,305809.615,4829792.226
152,4155468,2017,,1994,TCHC,1,Etobicoke North,900 QUEENS PLATE DR,16,204,2022-12-21,58,Evaluation needs to be conducted in 1 year,18,4,3,2,1,3,2,3,3,4,,3,3,2,4,2,3,4,4,2,,W0127,43.72000388,-79.60337253,296449.206,4842001.861
153,4155659,2017,,1967,TCHC,1,Etobicoke North,75 TANDRIDGE CRES,10,221,2022-12-21,57,Evaluation needs to be conducted in 1 year,18,4,2,2,1,4,4,1,3,4,,3,3,3,3,2,4,4,3,1,,W0131,43.72888127,-79.5467221,301020.19,4842993.242
154,4156736,2017,,1951,PRIVATE,3,Etobicoke-Lakeshore,135 EIGHTH ST,4,47,2022-12-21,84,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,2,,5,,,5,5,5,4,5,5,,3,3,,W0335,43.60115106,-79.50643981,304264.189,4828802.019
155,4254270,2017,,1960,PRIVATE,3,Etobicoke-Lakeshore,139 EIGHTH ST,3,47,2022-12-21,80,Evaluation needs to be conducted in 2 years,15,4,3,5,4,4,2,,5,,,4,5,5,4,5,4,,3,3,,W0335,43.60149432,-79.50658096,304252.796,4828840.154
156,4254274,2017,,1960,PRIVATE,3,Etobicoke-Lakeshore,143 EIGHTH ST,4,47,2022-12-21,81,Evaluation needs to be conducted in 2 years,15,4,3,5,4,5,2,,5,,,5,5,5,3,5,4,,3,3,,W0335,43.6018425,-79.50673298,304240.524,4828878.837
157,4254276,2017,,1960,PRIVATE,3,Etobicoke-Lakeshore,147 EIGHTH ST,4,52,2022-12-21,80,Evaluation needs to be conducted in 2 years,15,4,3,5,4,5,2,,4,,,5,5,5,3,5,4,,3,3,,W0335,43.60224832,-79.50689494,304227.452,4828923.922
158,4155855,2017,,2012,PRIVATE,3,Etobicoke-Lakeshore,3 SUMMERLAND TER,26,283,2022-12-21,99,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,4,5,W0321,43.64317126,-79.53236496,302151.067,4833473.587
159,4156628,2017,,2011,PRIVATE,3,Etobicoke-Lakeshore,7 SUMMERLAND TER,21,218,2022-12-21,98,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,5,5,,4,5,5,5,5,5,5,5,4,5,W0321,43.64348695,-79.531938,,
160,4154223,2017,,1972,PRIVATE,7,Humber River-Black Creek,160 CHALKFARM DR,23,466,2022-12-21,80,Evaluation needs to be conducted in 2 years,18,5,5,5,3,4,3,2,4,4,,4,5,5,4,5,5,3,3,3,,W0734,43.72432356,-79.51474864,303596.246,4842484.943
161,4154222,2017,,1972,PRIVATE,7,Humber River-Black Creek,170 CHALKFARM DR,23,262,2022-12-21,76,Evaluation needs to be conducted in 2 years,18,4,5,5,3,4,2,2,3,3,,3,5,5,4,5,5,4,3,3,,W0734,43.72427169,-79.51340479,303704.517,4842479.159
162,4154221,2017,,1972,PRIVATE,7,Humber River-Black Creek,180 CHALKFARM DR,23,263,2022-12-21,78,Evaluation needs to be conducted in 2 years,18,5,5,5,3,3,2,2,4,3,,3,5,5,4,5,4,4,3,5,,W0734,43.72404844,-79.51181503,303832.597,4842454.334
163,4155245,2017,,1965,PRIVATE,3,Etobicoke-Lakeshore,177 BERRY RD,4,23,2022-12-21,86,Evaluation needs to be conducted in 3 years,17,4,5,5,4,5,2,,5,,5,4,4,5,4,5,4,4,4,4,,W0329,43.63682198,-79.48921584,305654.469,4832763.96
164,4155244,2017,,1953,PRIVATE,3,Etobicoke-Lakeshore,179 BERRY RD,4,23,2022-12-21,80,Evaluation needs to be conducted in 2 years,17,5,4,5,4,4,2,,5,,4,4,4,5,3,5,3,4,3,4,,W0329,43.63664424,-79.48994455,305595.659,4832744.208
165,4155241,2022,,1954,PRIVATE,3,Etobicoke-Lakeshore,183 BERRY RD,4,50,2022-12-21,79,Evaluation needs to be conducted in 2 years,17,4,3,5,4,3,4,,3,,3,3,5,5,3,4,5,5,4,4,,W0329,43.63639012,-79.49115706,305497.797,4832715.966
166,4155240,2017,,1954,PRIVATE,3,Etobicoke-Lakeshore,187 BERRY RD,4,30,2022-12-21,73,Evaluation needs to be conducted in 2 years,16,3,3,5,3,5,4,,4,,,3,3,4,2,3,3,4,4,5,,W0329,43.63612453,-79.49246033,305392.633,4832686.451
167,4152940,2017,,1929,PRIVATE,4,Parkdale-High Park,2010 BLOOR ST W,3,24,2022-12-21,77,Evaluation needs to be conducted in 2 years,14,5,3,4,4,1,4,,3,,,4,3,5,5,4,4,,5,,,S0428,43.65284968,-79.4698608,307215.325,4834545.847
168,4152580,2017,,1971,PRIVATE,20,Scarborough Southwest,27 GLEN EVEREST RD,3,11,2022-12-21,79,Evaluation needs to be conducted in 2 years,16,4,4,3,3,4,4,,4,,4,3,4,5,4,4,5,,4,4,,E2035,43.70055667,-79.25287986,324702.426,4839873.966
169,4155497,2017,,1952,PRIVATE,3,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,2022-12-21,76,Evaluation needs to be conducted in 2 years,17,3,4,5,4,3,3,,4,,3,3,5,4,3,4,4,5,4,4,,W0336,43.6096968,-79.48808184,305746.372,4829750.512
170,4155496,2017,,1952,PRIVATE,3,Etobicoke-Lakeshore,2543 LAKE SHORE BLVD W,3,55,2022-12-21,76,Evaluation needs to be conducted in 2 years,16,3,4,5,5,4,4,,4,,2,3,5,4,3,4,5,,3,3,,W0336,43.60950546,-79.48970872,305615.046,4829729.24
171,4155500,2017,,1952,PRIVATE,3,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2022-12-21,83,Evaluation needs to be conducted in 2 years,16,4,4,5,5,4,4,,4,,3,4,5,4,3,5,4,,4,4,,W0336,43.61018317,-79.48990091,305599.525,4829804.528
172,5156182,2022,,1928,PRIVATE,13,Toronto Centre,140 WELLESLEY ST E,3,32,2022-12-21,83,Evaluation needs to be conducted in 2 years,15,5,4,5,4,4,4,,5,,,4,4,5,4,4,3,3,4,,,S1322,43.66678288,-79.37696001,314707.141,4836099.596
173,5156157,2022,,1928,PRIVATE,13,Toronto Centre,142 WELLESLEY STREET E,3,34,2022-12-21,79,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,,5,,,4,4,4,4,3,3,3,4,,,S1322,43.66673486,-79.37674745,314724.292,4836094.286
174,4156167,2017,,1960,PRIVATE,3,Etobicoke-Lakeshore,92 JAMES ST,3,34,2022-12-21,87,Evaluation needs to be conducted in 3 years,15,4,4,5,3,5,3,,5,,,3,5,5,5,5,4,,5,4,,W0334,43.58998056,-79.54238739,301361.733,4827560.91
175,4152943,2017,,1940,PRIVATE,4,Parkdale-High Park,340 HIGH PARK AVE,3,10,2022-12-21,66,Evaluation needs to be conducted in 2 years,14,3,3,3,3,2,5,,2,,,3,2,5,3,4,4,,4,,,S0424,43.66528303,-79.47055752,307158.849,4835926.123
176,4156737,2017,,1951,PRIVATE,3,Etobicoke-Lakeshore,148 ISLINGTON AVE,4,38,2022-12-21,81,Evaluation needs to be conducted in 2 years,15,4,4,5,4,5,2,,5,,,4,5,5,3,5,4,,3,3,,W0335,43.60146846,-79.50584879,304311.906,4828837.276
177,4156738,2017,,1951,PRIVATE,3,Etobicoke-Lakeshore,170 ISLINGTON AVE,4,47,2022-12-21,79,Evaluation needs to be conducted in 2 years,16,4,3,5,4,5,2,,4,,3,4,5,5,3,5,4,,4,3,,W0335,43.60235848,-79.50618703,304284.602,4828936.156
178,4152919,2017,,1910,PRIVATE,4,Parkdale-High Park,29 JANE ST,3,18,2022-12-21,79,Evaluation needs to be conducted in 2 years,14,4,4,5,4,3,2,,3,,,4,4,5,4,5,3,,5,,,S0426,43.65022205,-79.48439179,306043.476,4834252.689
179,4155499,2017,,1952,PRIVATE,3,Etobicoke-Lakeshore,2529 LAKE SHORE BLVD W,4,61,2022-12-21,78,Evaluation needs to be conducted in 2 years,17,3,4,5,4,4,3,,4,,3,3,5,4,3,5,4,5,3,4,,W0336,43.61005109,-79.48818597,305737.962,4829789.871
180,4155691,2017,,1966,PRIVATE,3,Etobicoke-Lakeshore,39 OLD MILL RD,24,148,2022-12-20,94,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,4,,5,4,4,W0322,43.65019102,-79.49402911,305266.017,4834249.154
181,4153146,2017,,1915,PRIVATE,9,Davenport,1182 QUEEN ST W,3,25,2022-12-20,69,Evaluation needs to be conducted in 2 years,13,3,3,4,3,,3,,4,,,2,3,5,2,5,5,,3,,,S0937,43.64302441,-79.42580437,310770.385,4833455.456
182,4154261,2017,,1969,PRIVATE,7,Humber River-Black Creek,35 TOBERMORY DR,11,138,2022-12-20,86,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,4,4,3,5,,4,5,5,4,3,4,5,4,3,,W0725,43.76126387,-79.50963801,304008.298,4846589.696
183,4154247,2017,,1970,PRIVATE,7,Humber River-Black Creek,2397 FINCH AVE W,11,121,2022-12-20,84,Evaluation needs to be conducted in 2 years,19,5,5,5,3,5,3,4,4,5,5,4,5,5,4,4,3,4,4,3,,W0727,43.75118253,-79.54458094,301194.093,4845470.67
184,4156611,2017,,1955,PRIVATE,3,Etobicoke-Lakeshore,2844 BLOOR ST W,3,14,2022-12-20,90,Evaluation needs to be conducted in 3 years,16,4,4,5,4,4,3,,5,,4,5,5,5,5,5,5,,5,4,,W0322,43.64934773,-79.50379718,,
185,4153165,2017,,1928,PRIVATE,9,Davenport,1019 BLOOR ST W,3,26,2022-12-20,74,Evaluation needs to be conducted in 2 years,13,4,4,2,4,,4,,5,,,3,5,5,2,4,2,,4,,,S0934,43.66062965,-79.43083955,310362.521,4835410.997
186,4250529,2017,,1965,PRIVATE,5,York South-Weston,2255 WESTON RD,12,101,2022-12-20,73,Evaluation needs to be conducted in 2 years,18,3,4,5,4,3,4,4,3,2,,3,4,5,4,3,3,5,4,3,,W0524,43.70457065,-79.5274315,302573.625,4840290.883
187,4155779,2017,,2007,PRIVATE,3,Etobicoke-Lakeshore,11 DUNBLOOR RD,22,278,2022-12-20,98,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,W0321,43.64365742,-79.53283539,302143.383,4833527.263
188,4155667,2017,,1971,TCHC,2,Etobicoke Centre,49 SCARLETTWOOD CRT,4,14,2022-12-20,71,Evaluation needs to be conducted in 2 years,16,3,2,3,2,4,4,,4,,,5,4,5,3,5,4,5,2,2,,W0224,43.69372018,-79.51615397,303485.161,4839089.472
189,4155658,2017,,1972,TCHC,1,Etobicoke North,44 WILLOWRIDGE RD,14,236,2022-12-20,68,Evaluation needs to be conducted in 2 years,19,3,3,5,3,4,4,4,4,2,,4,4,3,1,4,2,3,3,4,5,W0137,43.67564631,-79.56974963,299172.333,4837117.833
